,Unnamed: 0,Company,Valuation ($B),Date Joined,Country,City,Industry,Investor 1,Investor 2,Investor 3,Investor 4
598,598,BrewDog,1.24,2017-04-10,UK,Aberdeen,Consumer & retail,TSG Consumer Partners,Crowdcube,,
121,121,Howden Group Holdings,5.0,2020-09-29,UK,London,Other,General Atlantic,3i Group,Huagai Capital,
790,790,Gousto,1.0,2020-11-03,UK,London,Supply chain logistics & delivery,MMC Ventures,BGF Ventures,Unilever Ventures,
564,564,Motorway,1.33,2021-11-29,UK,London,E-commerce & direct-to-consumer,Marchmont Ventures,BMW i Ventures,Index Ventures,
715,715,BenevolentAI,1.0,2015-06-02,UK,London,Artificial intelligence,Woodford Investment Management,,,
54,54,Rapyd,8.75,2019-12-03,UK,London,Fintech,Target Global,General Catalyst,Durable Capital Partners,
587,587,OVO Energy,1.28,2019-02-14,UK,Bristol,Other,Mitsubishi Corporation,Mayfair Equity Partners,,
849,849,Tractable,1.0,2021-06-16,UK,London,Artificial intelligence,Insight Partners,Ignition Partners,Georgian Partners,
7,7,Revolut,33.0,2018-04-26,UK,London,Fintech,index Ventures,DST Global,Ribbit Capital,
310,310,Bought By Many,2.35,2021-06-01,UK,London,Fintech,Octopus Ventures,Munich Re Ventures,CommerzVentures,
32,32,Global Switch,11.1,2016-12-22,UK,London,Hardware,Aviation Industry Corporation of China,Essence Financial,Jiangsu Sha Steel Group,
407,407,Zilch,2.0,2021-11-10,UK,London,Fintech,Gauss Ventures,Ventura Capital,dmg ventures,
228,228,BGL Group,3.0,2017-11-24,UK,Peterborough,Fintech,CPP Investment Board,,,
827,827,SaltPay,1.0,2021-04-23,UK,London,Fintech,Tiger Global Management,Hedosophia,,
529,529,Gymshark,1.45,2020-08-14,UK,Solihull,E-commerce & direct-to-consumer,General Atlantic,,,
513,513,Matillion,1.5,2021-09-15,UK,Altrincham,Data management & analytics,Scale Venture Partners,Sapphire Ventures,Battery Ventures,
138,138,Monzo,4.5,2018-10-31,UK,London,Fintech,Passion Capital,Thrive Capital,Orange Digital Ventures,
19,19,Checkout.com,15.0,2019-05-02,UK,London,Fintech,Tiger Global Management,Insight Partners,DST Global,
241,241,CMR Surgical,3.0,2019-09-17,UK,Cambridge,Health,Cambridge Innovation Capital,LGT Capital Partners,Escala Capital,
771,771,SumUp,1.0,2019-07-16,UK,London,Fintech,American Express Ventures,Goldman Sachs,Bain Capital Credit,
641,641,Jokr,1.2,2021-12-02,USA,New York,E-commerce & direct-to-consumer,GGV Capital,Tiger Global Management,Greycroft,
653,653,Venafi,1.15,2020-12-10,USA,Salt Lake City,Cybersecurity,Pelion Venture Partners,Foundation Capital,Thoma Bravo,
853,853,Aircall,1.0,2021-06-23,USA,New York,Internet software & services,Balderton Capital,Next World Capital,Draper Esprit,
851,851,Claroty,1.0,2021-06-17,USA,New York,Cybersecurity,Bessemer Venture Partners,MoreVC,Team8,
815,815,Lattice,1.0,2021-03-23,USA,San Francisco,Internet software & services,Khosla Ventures,Thrive Capital,Y Combinator,
816,816,Feedzai,1.0,2021-03-24,USA,San Mateo,Artificial intelligence,Global Founders Capital,Shea Ventures,Greycroft,
932,932,Anyscale,1.0,2021-12-07,USA,Berkeley,Artificial intelligence,Andreessen Horowitz,Intel Capital,Foundation Capital,
921,921,Heyday,1.0,2021-11-16,USA,Chicago,E-commerce & direct-to-consumer,"Khosla Ventures,General Catalyst",Victory Park Capital,,
649,649,IRL,1.17,2021-06-15,USA,San Francisco,Internet software & services,Goodwater Capital,Floodgate,Founders Fund,
813,813,Evidation,1.0,2021-03-22,USA,San Mateo,Health,"B Capital Group,",GE Ventures,McKesson Ventures,
814,814,Sidecar Health,1.0,2021-01-26,USA,El Segundo,Fintech,GreatPoint Ventures,Tiger Global Management,Menlo Ventures,
648,648,Modern Health,1.17,2021-02-11,USA,San Francisco,Health,Kleiner Perkins Caufield & Byers,Afore Capital,Founders Fund,
925,925,Expel,1.0,2021-11-18,USA,Herndon,Cybersecurity,Paladin Capital Group,Greycroft,Scale Venture Partners,
607,607,Glossier,1.2,2019-03-19,USA,New York,Consumer & retail,Forerunner Ventures,Institutional Venture Partners,Thrive Capital,
809,809,Newsela,1.0,2021-02-25,USA,New York,Internet software & services,Owl Ventures,Technology Crossover Ventures,Tao Capital Partners,
933,933,Iodine Software,1.0,2021-12-01,USA,Austin,Data management & analytics,Advent International,Bain Capital Ventures,Silversmith Capital Partners,
606,606,Fair,1.2,2018-12-20,USA,Santa Monica,Auto & transportation,CreditEase Fintech Investment Fund,BMW i Ventures,SoftBank Group,
639,639,AgentSync,1.2,2021-12-07,USA,Denver,Fintech,Craft Ventures,Caffeinated Capital,Operator Collective,
810,810,Flutterwave,1.0,2021-03-09,USA,San Francisco,Fintech,Green Visor Capital,CRE Venture Capital,Greycroft,
645,645,Sysdig,1.19,2021-04-28,USA,San Francisco,Cybersecurity,Accel,Bain Capital Ventures,Insight Partners,
923,923,Stytch,1.0,2021-11-18,USA,San Francisco,Cybersecurity,Index Ventures,Benchmark,Thrive Capital,
922,922,PLACE,1.0,2021-11-17,USA,Bellingham,Internet software & services,Goldman Sachs Asset Management,3L,,
808,808,Skydio,1.0,2021-02-25,USA,Redwood City,Supply chain logistics & delivery,Andreessen Horowitz,Andreessen Horowitz,Institutional Venture Partners,Accel
924,924,Owkin,1.0,2021-11-18,USA,New York,Artificial intelligence,Google Ventures,Cathay Innovation,NJF Capital,
620,620,Vectra Networks,1.2,2021-04-29,USA,San Jose,Artificial intelligence,IA Ventures,Khosla Ventures,AME Cloud Ventures,
833,833,HoneyBook,1.1,2021-05-04,USA,San Francisco,Internet software & services,Norwest Venture Partners,Hillsven Capital,Aleph,
628,628,Prime Medicine,1.2,2021-07-13,USA,Cambridge,Health,Newpath Partners,Google Ventures,F-Prime Capital,
821,821,The Zebra,1.0,2021-04-12,USA,Austin,E-commerce & direct-to-consumer,Silverton Partners,Accel,Ballast Point Ventures,
614,614,Axonius,1.2,2021-03-01,USA,New York,Cybersecurity,Vertex Ventures Israel,Bessemer Venture Partners,Emerge,
615,615,Savage X Fenty,1.2,2021-03-16,USA,El Segundo,E-commerce & direct-to-consumer,Speedinvest,Valar Ventures,Uniqa Ventures,
822,822,Clearcover,1.0,2021-04-13,USA,Chicago,Fintech,American Family Ventures,Cox Enterprises,OMERS Ventures,
624,624,Alation,1.2,2021-06-03,USA,Redwood City,Internet software & services,Costanoa Ventures,Data Collective,Salesforce Ventures,
623,623,Project44,1.2,2021-06-01,USA,Chicago,Supply chain logistics & delivery,Emergence Capital Partners,8VC,Chicago Ventures,
654,654,Guideline,1.15,2021-06-16,USA,San Mateo,Fintech,Pelion Venture Partners,Foundation Capital,Thoma Bravo,
829,829,MOLOCO,1.5,2021-04-29,USA,Redwood City,Artificial intelligence,Smilegate Investment,DSC Investments,KTB Ventures,
823,823,Groq,1.0,2021-04-14,USA,Mountain View,Artificial intelligence,TDK Ventures,Social Capital,D1 Capital Partners,
825,825,Injective Protocol,1.0,2021-04-20,USA,New York,Fintech,Pantera Capital,Cadenza Ventures,BlockTower Capital,
617,617,Pilot.com,1.2,2021-03-26,USA,San Francisco,Fintech,Index Ventures,Sequoia Capital,Bezos Expeditions,
931,931,YipitData,1.0,2021-12-06,USA,New York,Internet software & services,RRE Ventures+,Highland Capital Partners,The Carlyle Group,
828,828,Capsule,1.0,2021-04-28,USA,New York,Health,Thrive Capital,Durable Capital Partners,G Squared,
619,619,Cava Group,1.3,2021-04-27,USA,Washington,Other,SWaN & Legend Ventures,Revolution Growth,Invus Group,
826,826,Sift,1.0,2021-04-22,USA,San Francisco,Artificial intelligence,Union Square Ventures,Insight Partners,Spark Capital,
622,622,Inari,1.2,2021-05-12,USA,Cambridge,Other,Flagship Pioneering,Alexandria Venture Investments,Investment Corporation of Dubai,
845,845,Thirty Madison,1.0,2021-06-02,USA,New York,Health,Northzone Ventures,Maveron,Johnson & Johnson Innovation,
830,830,Mux,1.0,2021-04-30,USA,San Francisco,Internet software & services,Accel,Cobalt Capital,Andreessen Horowitz,
613,613,Public,1.2,2021-02-17,USA,New York,Fintech,Accel,Greycroft,Advancit Capital,
844,844,Shippo,1.0,2021-06-02,USA,San Francisco,Supply chain logistics & delivery,Version One Ventures,Uncork Capital,Bessemer Venture Partners,
818,818,Cameo,1.0,2021-03-30,USA,Chicago,Internet software & services,Lightspeed Venture Partners,Kleiner Perkins Caufield & Byers,Origin Ventures,
636,636,Gem,1.2,2021-09-28,USA,San Francisco,Internet software & services,Accel,Greylock Partners,Meritech Capital Partners,
609,609,Qumulo,1.2,2020-07-16,USA,Seattle,Data management & analytics,Madrona Venture Group,Kleiner Perkins Caufield & Byers,Highland Capital Partners,
610,610,Dialpad,1.2,2020-10-06,USA,San Francisco,Internet software & services,Andreessen Horowitz,Google Ventures,Section 32,
634,634,Offchain Labs,1.2,2021-08-31,USA,Princeton,Internet software & services,Pantera Capital,Polychain Capital,Lightspeed Venture Partners,
832,832,Firefly Aerospace,1.0,2021-05-04,USA,Cedar Park,Other,XBTO Ventures,Raven One Ventures,SK Ventures,
839,839,Amount,1.0,2021-05-17,USA,Chicago,Fintech,Invus Group,Hanaco Venture Capital,WestCap Group,
632,632,DailyPay,1.2,2021-05-18,USA,New York,Fintech,RPM Ventures,Inspiration Ventures,Carrick Capital Partners,
611,611,Starburst,1.2,2021-01-06,USA,Boston,Data management & analytics,Index Ventures,Coatue Management,Andreessen Horowitz,
819,819,Fetch Rewards,1.0,2021-03-31,USA,Madison,E-commerce & direct-to-consumer,Greycroft,Loeb.NYC,DST Global,
841,841,Vise,1.0,2021-05-18,USA,New York,Fintech,Sequoia Capital,Founders Fund,Bling Capital,
612,612,Tealium,1.2,2021-02-03,USA,San Diego,Internet software & services,Georgian Partners,Silver Lake,Presidio Ventures,
929,929,Lessen,1.0,2021-11-30,USA,Scottsdale,Internet software & services,Khosla Ventures,General Catalyst,Navitas Capital,
630,630,MindTickle,1.2,2021-08-03,USA,San Francisco,Internet software & services,Qualcomm Ventures,Accel,Canaan Partners,
629,629,FloQast,1.2,2021-07-21,USA,Los Angeles,Fintech,Polaris Partners,Insight Partners,Norwest Venture Partners,
842,842,Printful,1.0,2021-05-24,USA,Charlotte,Other,Bregal Sagemount,,,
729,729,Modernizing Medicine,1.0,2017-05-10,USA,Boca Raton,Health,Warburg Pincus,Summit Partners,Sands Capital,
855,855,Morning Consult,1.0,2021-06-08,USA,Washington DC,Internet software & services,Advance Venture Partners,Susquehanna Growth Equity,Lupa Systems,
656,656,Elemy,1.15,2021-10-06,USA,San Francisco,Health,General Catalyst,Bling Capital,Felicis Ventures,
894,894,PandaDoc,1.0,2021-09-22,USA,San Francisco,Internet software & services,Rembrandt Venture Partners,M12,Altos Ventures,
865,865,Remote,1.0,2021-07-13,USA,San Francisco,Fintech,Index Ventures,Sequoia Capital,General Catalyst,
760,760,REEF Technology,1.0,2018-12-10,USA,Miami,Supply chain logistics & delivery,Target Global,UBS Asset Management,Mubadala Capital,
708,708,TechStyle Fashion Group,1.0,2014-08-29,USA,El Segundo,E-commerce & direct-to-consumer,Matrix Partners,Passport Capital,Rho Ventures,
761,761,Globality,1.0,2019-01-22,USA,Menlo Park,Artificial intelligence,SoftBank Group,,,
706,706,Lookout,1.0,2013-10-10,USA,San Francisco,Cybersecurity,Accel Partners,Greylock Partners,Lowercase Capital,
702,702,Mixpanel,1.05,2021-11-15,USA,San Francisco,Internet software & services,Bain Capital Tech Opportunities,Andreessen Horowitz,Sequoia Capital,
701,701,Density,1.05,2021-11-10,USA,San Francisco,Hardware,Founders Fund,Upfront Ventures,01 Advisors,
711,711,Red Ventures,1.0,2015-01-07,USA,Fort Mill,Other,Silver Lake Partners,General Atlantic,,
864,864,Amperity,1.0,2021-07-13,USA,Seattle,Artificial intelligence,Madrona Venture Group,Tiger Global Management,Madera Technology Partners,
766,766,VTS,1.0,2019-05-07,USA,New York,Internet software & services,Trinity Ventures,Fifth Wall Ventures,OpenView Venture Partners,
899,899,TrialSpark,1.0,2021-09-30,USA,New York,Health,Sequoia Capital,Thrive Capital,Sound Ventures,
862,862,MobileCoin,1.0,2021-07-07,USA,San Francisco,Fintech,General Catalyst,Future Ventures,AU21,
772,772,Ibotta,1.0,2019-08-06,USA,Denver,Fintech,Koch Disruptive Technologies,Teamworthy Ventures,GGV Capital,
699,699,Proterra,1.05,2020-10-15,USA,Burlingame,Supply chain logistics & delivery,GM Ventures,VentureSouth,Kleiner Perkins Caufield & Byers,
697,697,Instabase,1.05,2019-10-21,USA,San Francisco,Data management & analytics,New Enterprise Associates,Greylock Partners,Andreessen Horowitz,
